"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10071","Introduction to Number Theory","c7ed6d2f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","c7ed6d2f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10074","Geometry","c7ed6d2f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10075","General and Algebraic Topology","c7ed6d2f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10078","Group and Galois Theory","c7ed6d2f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10081","Linear and Fourier Analysis","c7ed6d2f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH11120","Algebraic Geometry","c7ed6d2f"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08051","Statistics (Year 2)","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08066","Probability","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08068","Facets of Mathematics","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10003","Financial Mathematics","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10010","Mathematical Education","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10013","Mathematical Biology","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10060","Numerical Ordinary Differential Equations and Applications","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10071","Introduction to Number Theory","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10073","Linear Programming, Modelling and Solution","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10074","Geometry","6958da90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10091","Symmetry and Geometry","6958da90"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry with a Year Abroad",5,5,"MATH08060","Mathematics for Science and Engineering 1a","12137e47"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry with a Year Abroad",5,5,"MATH08061","Mathematics for Science and Engineering 1b","12137e47"
"M","England","United Kingdom","SEU","EU/EEA fee rate","Civil Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","30e2e611"
"M","England","United Kingdom","SEU","EU/EEA fee rate","Civil Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","30e2e611"
"F","England","United Kingdom","SEU","EU/EEA fee rate","Medicinal and Biological Chemistry with Industrial Experience",3,3,"MATH08060","Mathematics for Science and Engineering 1a","f76d14e1"
"F","England","United Kingdom","SEU","EU/EEA fee rate","Medicinal and Biological Chemistry with Industrial Experience",3,3,"MATH08061","Mathematics for Science and Engineering 1b","f76d14e1"
"M","Belgium","Netherlands","SEU","EU/EEA fee rate","Engineering for Sustainable Energy",4,4,"MATH08060","Mathematics for Science and Engineering 1a","d33ffeff"
"M","Belgium","Netherlands","SEU","EU/EEA fee rate","Engineering for Sustainable Energy",4,4,"MATH08061","Mathematics for Science and Engineering 1b","d33ffeff"
"M","Poland","Poland","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",3,3,"MATH08060","Mathematics for Science and Engineering 1a","8ca10cb3"
"M","Poland","Poland","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",3,3,"MATH08061","Mathematics for Science and Engineering 1b","8ca10cb3"
"M","Poland","Poland","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",3,3,"MATH08069","Mathematics for Science and Engineering 2a","8ca10cb3"
"M","Poland","Poland","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",3,3,"MATH08070","Mathematics for Science and Engineering 2b","8ca10cb3"
"F","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Computer Science and Management Science",4,4,"MATH08057","Introduction to Linear Algebra","cd75359b"
"F","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Computer Science and Management Science",4,4,"MATH08058","Calculus and its Applications","cd75359b"
"F","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Computer Science and Management Science",4,4,"MATH08067","Probability with Applications","cd75359b"
"F","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Computer Science and Management Science",4,4,"MATH10065","Fundamentals of Operational Research","cd75359b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",5,5,"MATH08060","Mathematics for Science and Engineering 1a","d8e64f0a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",5,5,"MATH08061","Mathematics for Science and Engineering 1b","d8e64f0a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",5,5,"MATH08069","Mathematics for Science and Engineering 2a","d8e64f0a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",5,5,"MATH08070","Mathematics for Science and Engineering 2b","d8e64f0a"
"M","Germany","Russia [Russian Federation]","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",5,5,"MATH08057","Introduction to Linear Algebra","845f977"
"M","Germany","Russia [Russian Federation]","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",5,5,"MATH08058","Calculus and its Applications","845f977"
"M","Germany","Russia [Russian Federation]","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",5,5,"MATH08069","Mathematics for Science and Engineering 2a","845f977"
"M","Germany","Russia [Russian Federation]","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",5,5,"MATH08070","Mathematics for Science and Engineering 2b","845f977"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Biological Sciences (Zoology)",4,4,"MATH08060","Mathematics for Science and Engineering 1a","fc9d050c"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH08051","Statistics (Year 2)","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH08057","Introduction to Linear Algebra","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH08058","Calculus and its Applications","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH08059","Proofs and Problem Solving","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH08063","Several Variable Calculus and Differential Equations","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH08064","Fundamentals of Pure Mathematics","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH08066","Probability","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH10007","Stochastic Modelling","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH10059","Numerical Linear Algebra and Applications","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH10065","Fundamentals of Operational Research","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH10066","Honours Differential Equations","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH10067","Honours Complex Variables","acefaaf9"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Business",4,4,"MATH10073","Linear Programming, Modelling and Solution","acefaaf9"
"M","China","China","OVERSEAS","Overseas/International fee rate","Chemical Engineering",2,2,"MATH08060","Mathematics for Science and Engineering 1a","bd493c24"
"M","China","China","OVERSEAS","Overseas/International fee rate","Chemical Engineering",2,2,"MATH08061","Mathematics for Science and Engineering 1b","bd493c24"
"M","China","China","OVERSEAS","Overseas/International fee rate","Chemical Engineering",2,2,"MATH08069","Mathematics for Science and Engineering 2a","bd493c24"
"M","China","China","OVERSEAS","Overseas/International fee rate","Chemical Engineering",2,2,"MATH08070","Mathematics for Science and Engineering 2b","bd493c24"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Structural Engineering with Architecture",5,5,"MATH08060","Mathematics for Science and Engineering 1a","db640ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Structural Engineering with Architecture",5,5,"MATH08061","Mathematics for Science and Engineering 1b","db640ff"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH08051","Statistics (Year 2)","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH08058","Calculus and its Applications","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH08059","Proofs and Problem Solving","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH08066","Probability","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH10003","Financial Mathematics","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH10005","Linear Statistical Modelling","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH10007","Stochastic Modelling","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH10013","Mathematical Biology","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH10024","Probability, Measure & Finance","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH10066","Honours Differential Equations","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",4,4,"MATH10067","Honours Complex Variables","be3057fc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08067","Probability with Applications","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08068","Facets of Mathematics","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH09022","Statistics (Yr 3)","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10003","Financial Mathematics","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10007","Stochastic Modelling","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10073","Linear Programming, Modelling and Solution","4ee0df3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10074","Geometry","4ee0df3"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH08051","Statistics (Year 2)","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH08057","Introduction to Linear Algebra","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH08058","Calculus and its Applications","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH08059","Proofs and Problem Solving","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH08064","Fundamentals of Pure Mathematics","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH08065","Computing and Numerics","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH08066","Probability","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10003","Financial Mathematics","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10004","Likelihood","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10005","Linear Statistical Modelling","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10007","Stochastic Modelling","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10011","Data Analysis","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10028","Theory of Statistical Inference","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10055","Categorical Data Analysis","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10063","Mathematics Project","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10064","Multivariate Data Analysis","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10066","Honours Differential Equations","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10067","Honours Complex Variables","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10070","Statistical Communication Skills","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH10072","Combinatorics and Graph Theory","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH11024","The Analysis of Survival Data","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH11170","Mathematics of Data Assimilation","a77239c1"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mathematics and Statistics",4,4,"MATH11171","Research Topics in Statistics","a77239c1"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Medicinal and Biological Chemistry with a Year Abroad",5,4,"MATH08060","Mathematics for Science and Engineering 1a","56597c32"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Medicinal and Biological Chemistry with a Year Abroad",5,4,"MATH08061","Mathematics for Science and Engineering 1b","56597c32"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science and Physics",3,2,"MATH08057","Introduction to Linear Algebra","1455cb40"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science and Physics",3,2,"MATH08058","Calculus and its Applications","1455cb40"
"M","England","United Kingdom","SEU","EU/EEA fee rate","Civil Engineering",5,5,"MATH08060","Mathematics for Science and Engineering 1a","2fbf8c4"
"M","England","United Kingdom","SEU","EU/EEA fee rate","Civil Engineering",5,5,"MATH08061","Mathematics for Science and Engineering 1b","2fbf8c4"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",1,1,"MATH08060","Mathematics for Science and Engineering 1a","74717feb"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",1,1,"MATH08061","Mathematics for Science and Engineering 1b","74717feb"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08062","Accelerated Algebra and Calculus for Direct Entry","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08067","Probability with Applications","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08068","Facets of Mathematics","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08071","Accelerated Proofs and Problem Solving","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH09022","Statistics (Yr 3)","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10003","Financial Mathematics","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10004","Likelihood","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10005","Linear Statistical Modelling","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10007","Stochastic Modelling","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10024","Probability, Measure & Finance","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10065","Fundamentals of Operational Research","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10071","Introduction to Number Theory","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10073","Linear Programming, Modelling and Solution","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10074","Geometry","f82232ff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10079","Group Theory","f82232ff"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geology",4,4,"MATH08060","Mathematics for Science and Engineering 1a","468da671"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geology",4,4,"MATH08061","Mathematics for Science and Engineering 1b","468da671"
"M","Northern Ireland","United Kingdom","SEU","EU/EEA fee rate","Software Engineering",4,4,"MATH08057","Introduction to Linear Algebra","3777fa0a"
"M","Northern Ireland","United Kingdom","SEU","EU/EEA fee rate","Software Engineering",4,4,"MATH08058","Calculus and its Applications","3777fa0a"
"M","Northern Ireland","United Kingdom","SEU","EU/EEA fee rate","Software Engineering",4,4,"MATH08067","Probability with Applications","3777fa0a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08066","Probability","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10010","Mathematical Education","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10017","Commutative Algebra","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10060","Numerical Ordinary Differential Equations and Applications","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10071","Introduction to Number Theory","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10073","Linear Programming, Modelling and Solution","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10074","Geometry","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10078","Group and Galois Theory","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10091","Symmetry and Geometry","dda1efd8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH11120","Algebraic Geometry","dda1efd8"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry with Environmental and Sustainable Chemistry",4,4,"MATH08060","Mathematics for Science and Engineering 1a","a503feaf"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry with Environmental and Sustainable Chemistry",4,4,"MATH08061","Mathematics for Science and Engineering 1b","a503feaf"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08051","Statistics (Year 2)","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08066","Probability","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08068","Facets of Mathematics","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10007","Stochastic Modelling","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10010","Mathematical Education","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10059","Numerical Linear Algebra and Applications","952d9bfc"
