"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10060","Numerical Ordinary Differential Equations and Applications","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10065","Fundamentals of Operational Research","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10073","Linear Programming, Modelling and Solution","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10074","Geometry","952d9bfc"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH11111","Fundamentals of Optimization","952d9bfc"
"M","Kyrgyzstan","Kyrgyzstan","OVERSEAS","Overseas/International fee rate","Economics",5,4,"MATH08058","Calculus and its Applications","e9fe440a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Artificial Intelligence",2,2,"MATH08057","Introduction to Linear Algebra","6893e86e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Artificial Intelligence",2,2,"MATH08058","Calculus and its Applications","6893e86e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Artificial Intelligence",2,2,"MATH08067","Probability with Applications","6893e86e"
"F","Scotland","Italy (includes Sardinia, Sicily)","SEU","Scotland fee rate","Electronics and Software Engineering",4,3,"MATH08057","Introduction to Linear Algebra","46dee641"
"F","Scotland","Italy (includes Sardinia, Sicily)","SEU","Scotland fee rate","Electronics and Software Engineering",4,3,"MATH08058","Calculus and its Applications","46dee641"
"F","Scotland","Italy (includes Sardinia, Sicily)","SEU","Scotland fee rate","Electronics and Software Engineering",4,3,"MATH08066","Probability","46dee641"
"F","Scotland","Italy (includes Sardinia, Sicily)","SEU","Scotland fee rate","Electronics and Software Engineering",4,3,"MATH08069","Mathematics for Science and Engineering 2a","46dee641"
"F","Scotland","Italy (includes Sardinia, Sicily)","SEU","Scotland fee rate","Electronics and Software Engineering",4,3,"MATH08070","Mathematics for Science and Engineering 2b","46dee641"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Electronics and Electrical Engineering",4,4,"MATH08057","Introduction to Linear Algebra","a52a5eb7"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Electronics and Electrical Engineering",4,4,"MATH08058","Calculus and its Applications","a52a5eb7"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Electronics and Electrical Engineering",4,4,"MATH08069","Mathematics for Science and Engineering 2a","a52a5eb7"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Electronics and Electrical Engineering",4,4,"MATH08070","Mathematics for Science and Engineering 2b","a52a5eb7"
"M","Austria","Austria","SEU","EU/EEA fee rate","Chemistry with Industrial Experience",5,5,"MATH08060","Mathematics for Science and Engineering 1a","12cae5c8"
"M","Austria","Austria","SEU","EU/EEA fee rate","Chemistry with Industrial Experience",5,5,"MATH08061","Mathematics for Science and Engineering 1b","12cae5c8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,4,"MATH08057","Introduction to Linear Algebra","c26953b5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,4,"MATH08058","Calculus and its Applications","c26953b5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,4,"MATH08067","Probability with Applications","c26953b5"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH08051","Statistics (Year 2)","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH08058","Calculus and its Applications","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH08059","Proofs and Problem Solving","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH08066","Probability","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH10003","Financial Mathematics","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH10004","Likelihood","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH10005","Linear Statistical Modelling","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH10024","Probability, Measure & Finance","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH10059","Numerical Linear Algebra and Applications","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH10066","Honours Differential Equations","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH10067","Honours Complex Variables","13765024"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Mathematics",4,4,"MATH10073","Linear Programming, Modelling and Solution","13765024"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,3,"MATH08057","Introduction to Linear Algebra","e08fa91e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,3,"MATH08058","Calculus and its Applications","e08fa91e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,3,"MATH08067","Probability with Applications","e08fa91e"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Informatics",4,4,"MATH08057","Introduction to Linear Algebra","b0fd06eb"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Informatics",4,4,"MATH08058","Calculus and its Applications","b0fd06eb"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Informatics",4,4,"MATH08067","Probability with Applications","b0fd06eb"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"MATH08057","Introduction to Linear Algebra","65322e79"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"MATH08058","Calculus and its Applications","65322e79"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"MATH08063","Several Variable Calculus and Differential Equations","65322e79"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"MATH08066","Probability","65322e79"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08051","Statistics (Year 2)","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08066","Probability","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08068","Facets of Mathematics","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10004","Likelihood","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10007","Stochastic Modelling","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10010","Mathematical Education","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10013","Mathematical Biology","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10065","Fundamentals of Operational Research","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10074","Geometry","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10086","Advanced Methods of Applied Mathematics","fa3fa607"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Psychology",4,4,"MATH08058","Calculus and its Applications","414a2b19"
"M","Brunei","Brunei [Brunei Darussalam]","OVERSEAS","Overseas/International fee rate","Structural Engineering with Architecture",4,4,"MATH08060","Mathematics for Science and Engineering 1a","c3774cbd"
"M","Brunei","Brunei [Brunei Darussalam]","OVERSEAS","Overseas/International fee rate","Structural Engineering with Architecture",4,4,"MATH08061","Mathematics for Science and Engineering 1b","c3774cbd"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Software Engineering",3,3,"MATH08057","Introduction to Linear Algebra","fd1ea346"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Software Engineering",3,3,"MATH08058","Calculus and its Applications","fd1ea346"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Software Engineering",3,3,"MATH08067","Probability with Applications","fd1ea346"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,4,"MATH08057","Introduction to Linear Algebra","a2d3113a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,4,"MATH08058","Calculus and its Applications","a2d3113a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,4,"MATH08067","Probability with Applications","a2d3113a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"MATH08057","Introduction to Linear Algebra","409b1c20"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"MATH08058","Calculus and its Applications","409b1c20"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"MATH08059","Proofs and Problem Solving","409b1c20"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"MATH08063","Several Variable Calculus and Differential Equations","409b1c20"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"MATH08064","Fundamentals of Pure Mathematics","409b1c20"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"MATH08065","Computing and Numerics","409b1c20"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"MATH08066","Probability","409b1c20"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"MATH08068","Facets of Mathematics","409b1c20"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with Industrial Experience",3,2,"MATH08060","Mathematics for Science and Engineering 1a","3afcd363"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with Industrial Experience",3,2,"MATH08061","Mathematics for Science and Engineering 1b","3afcd363"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",5,5,"MATH08060","Mathematics for Science and Engineering 1a","d8b4de79"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",5,5,"MATH08061","Mathematics for Science and Engineering 1b","d8b4de79"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",5,5,"MATH08060","Mathematics for Science and Engineering 1a","6562212f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",5,5,"MATH08061","Mathematics for Science and Engineering 1b","6562212f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",5,5,"MATH08069","Mathematics for Science and Engineering 2a","6562212f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",5,5,"MATH08070","Mathematics for Science and Engineering 2b","6562212f"
"M","Greece","Greece","SEU","EU/EEA fee rate","Computer Science",4,4,"MATH08057","Introduction to Linear Algebra","250aadeb"
"M","Greece","Greece","SEU","EU/EEA fee rate","Computer Science",4,4,"MATH08058","Calculus and its Applications","250aadeb"
"M","Greece","Greece","SEU","EU/EEA fee rate","Computer Science",4,4,"MATH08067","Probability with Applications","250aadeb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"MATH08060","Mathematics for Science and Engineering 1a","6aa7dc8e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"MATH08061","Mathematics for Science and Engineering 1b","6aa7dc8e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"MATH08069","Mathematics for Science and Engineering 2a","6aa7dc8e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"MATH08070","Mathematics for Science and Engineering 2b","6aa7dc8e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08051","Statistics (Year 2)","7abdffbf"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","7abdffbf"
