"Course.Year","Course.Code","Course.Name","Assessment.Attempt.Number","Assessment.Mark","Assessment.Grade","grade","AnonID"
"2013/4","MATH08057","Introduction to Linear Algebra",1,63,"B","2.1","6bdf46b7"
"2013/4","MATH08058","Calculus and its Applications",1,59,"C","2.2","6bdf46b7"
"2014/5","MATH08067","Probability with Applications",1,50,"C","2.2","6bdf46b7"
"2014/5","MATH08068","Facets of Mathematics",1,58,"C","2.2","6bdf46b7"
"2013/4","MATH08051","Statistics (Year 2)",1,48,"D","3rd","768676ef"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,95,"A1","1st","d3ce1419"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,76,"A3","1st","d3ce1419"
"2013/4","MATH08051","Statistics (Year 2)",1,67,"B","2.1","efcc394b"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,60,"B","2.1","efcc394b"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,56,"C","2.2","efcc394b"
"2013/4","MATH08066","Probability",1,74,"A3","1st","efcc394b"
"2013/4","MATH08051","Statistics (Year 2)",1,64,"B","2.1","ac8787c9"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,81,"A2","1st","ac8787c9"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,61,"B","2.1","ac8787c9"
"2013/4","MATH08066","Probability",1,65,"B","2.1","ac8787c9"
"2013/4","MATH08051","Statistics (Year 2)",1,79,"A3","1st","b1b42775"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,99,"A1","1st","b1b42775"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,94,"A1","1st","b1b42775"
"2013/4","MATH08065","Computing and Numerics",1,98,"A1","1st","b1b42775"
"2013/4","MATH08066","Probability",1,77,"A3","1st","b1b42775"
"2013/4","MATH08068","Facets of Mathematics",1,96,"A1","1st","b1b42775"
"2013/4","MATH08057","Introduction to Linear Algebra",1,0,"AN","AN","e0ccba13"
"2013/4","MATH08058","Calculus and its Applications",1,0,"AN","AN","e0ccba13"
"2013/4","MATH08059","Proofs and Problem Solving",1,0,"AN","AN","e0ccba13"
"2013/4","MATH08057","Introduction to Linear Algebra",1,70,"A3","1st","c522e5e1"
"2013/4","MATH08058","Calculus and its Applications",1,85,"A2","1st","c522e5e1"
"2013/4","MATH08059","Proofs and Problem Solving",1,82,"A2","1st","c522e5e1"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,91,"A1","1st","c522e5e1"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,68,"B","2.1","c522e5e1"
"2014/5","MATH08065","Computing and Numerics",1,81,"A2","1st","c522e5e1"
"2014/5","MATH08067","Probability with Applications",1,83,"A2","1st","c522e5e1"
"2014/5","MATH08068","Facets of Mathematics",1,81,"A2","1st","c522e5e1"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,95,"A1","1st","c48932f0"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,75,"A3","1st","c48932f0"
"2013/4","MATH08051","Statistics (Year 2)",1,69,"B","2.1","b4cfdb67"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,96,"A1","1st","b4cfdb67"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,68,"B","2.1","b4cfdb67"
"2013/4","MATH08066","Probability",1,81,"A2","1st","b4cfdb67"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,65,"B","2.1","3eaf3a43"
"2013/4","MATH08067","Probability with Applications",1,60,"B","2.1","3eaf3a43"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,88,"A2","1st","fd6fc4d7"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,79,"A3","1st","fd6fc4d7"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,99,"A1","1st","fcd3713b"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,82,"A2","1st","fcd3713b"
"2013/4","MATH08058","Calculus and its Applications",1,81,"A2","1st","e3326d4e"
"2013/4","MATH08058","Calculus and its Applications",1,63,"B","2.1","aa02ac86"
"2013/4","MATH08067","Probability with Applications",1,0,"AN","AN","d8819b25"
"2014/5","MATH08067","Probability with Applications",1,0,"AN","AN","d8819b25"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,66,"B","2.1","585082ad"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,49,"D","3rd","585082ad"
"2013/4","MATH08067","Probability with Applications",1,71,"A3","1st","f6f257ef"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,70,"A3","1st","f74ee203"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,51,"C","2.2","f74ee203"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,75,"A3","1st","4b1a6a5c"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,80,"A2","1st","4b1a6a5c"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,68,"B","2.1","7564e75a"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,45,"FF","FF","7564e75a"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",2,47,"FF","FF","7564e75a"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,100,"A1","1st","f2bd5b8b"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,88,"A2","1st","f2bd5b8b"
"2015/6","MATH08074","Engineering Mathematics 1a",1,0,"WD","WD","834707f0"
"2015/6","MATH08075","Engineering Mathematics 1b",1,0,"WD","WD","834707f0"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,36,"E","Fail","f8175d"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",2,43,"D","3rd","f8175d"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,37,"E","Fail","f8175d"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",2,46,"D","3rd","f8175d"
"2013/4","MATH08065","Computing and Numerics",1,45,"D","3rd","f8175d"
"2013/4","MATH08067","Probability with Applications",1,40,"D","3rd","f8175d"
"2013/4","MATH08068","Facets of Mathematics",1,57,"C","2.2","f8175d"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,81,"A2","1st","e73943e7"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,41,"FF","FF","e73943e7"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",2,80,"A2","1st","e73943e7"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,72,"A3","1st","c36ba9f9"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,88,"A2","1st","c36ba9f9"
"2013/4","MATH08066","Probability",1,55,"C","2.2","514ced6c"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,79,"A3","1st","514ced6c"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,91,"A1","1st","514ced6c"
"2013/4","MATH08057","Introduction to Linear Algebra",1,24,"F","Fail","9330a614"
"2013/4","MATH08057","Introduction to Linear Algebra",2,67,"B","2.1","9330a614"
"2013/4","MATH08058","Calculus and its Applications",1,36,"E","Fail","9330a614"
"2013/4","MATH08058","Calculus and its Applications",2,55,"C","2.2","9330a614"
"2013/4","MATH08059","Proofs and Problem Solving",1,14,"G","Fail","9330a614"
"2013/4","MATH08059","Proofs and Problem Solving",2,73,"A3","1st","9330a614"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,53,"C","2.2","9330a614"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,65,"B","2.1","9330a614"
"2014/5","MATH08065","Computing and Numerics",1,59,"C","2.2","9330a614"
"2014/5","MATH08067","Probability with Applications",1,66,"B","2.1","9330a614"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,73,"A3","1st","b1f644d"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,56,"C","2.2","b1f644d"
"2013/4","MATH08067","Probability with Applications",1,42,"D","3rd","3d3396d4"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,86,"A2","1st","7e351335"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,73,"A3","1st","7e351335"
"2013/4","MATH08051","Statistics (Year 2)",1,42,"FF","FF","3891f149"
"2013/4","MATH08051","Statistics (Year 2)",2,59,"C","2.2","3891f149"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,57,"C","2.2","3891f149"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,42,"FF","FF","3891f149"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",2,54,"C","2.2","3891f149"
"2013/4","MATH08066","Probability",1,63,"B","2.1","3891f149"
"2013/4","MATH08067","Probability with Applications",1,61,"B","2.1","4a12c6ea"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,89,"A2","1st","bb2ee1e4"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,70,"A3","1st","bb2ee1e4"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,84,"A2","1st","233fe158"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,67,"B","2.1","233fe158"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,56,"C","2.2","ada97278"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,2,"H","Fail","ada97278"
"2014/5","MATH08066","Probability",1,39,"E","Fail","ada97278"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,95,"A1","1st","ada97278"
"2015/6","MATH08066","Probability",1,93,"A1","1st","ada97278"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,52,"C","2.2","9a98d08f"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,61,"B","2.1","9a98d08f"
"2013/4","MATH08067","Probability with Applications",1,80,"A2","1st","e5612491"
"2013/4","PHYS08035","Mathematics for Physics 1",1,27,"F","Fail","9b6047ae"
"2013/4","PHYS08035","Mathematics for Physics 1",2,22,"F","Fail","9b6047ae"
"2013/4","PHYS08036","Mathematics for Physics 2",1,0,"AN","AN","9b6047ae"
"2013/4","PHYS08036","Mathematics for Physics 2",2,0,"AN","AN","9b6047ae"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,43,"FF","FF","eb0f0e21"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",2,57,"C","2.2","eb0f0e21"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,60,"B","2.1","eb0f0e21"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,55,"C","2.2","882aaf5f"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,52,"C","2.2","882aaf5f"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,63,"B","2.1","589e7bdf"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,73,"A3","1st","589e7bdf"
"2013/4","MATH08058","Calculus and its Applications",1,44,"D","3rd","5922ce33"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,64,"B","2.1","3c7c06d"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,54,"C","2.2","3c7c06d"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,83,"A2","1st","b9199a62"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,63,"B","2.1","b9199a62"
"2013/4","MATH08051","Statistics (Year 2)",1,32,"E","Fail","5fcd7598"
"2013/4","MATH08051","Statistics (Year 2)",2,11,"G","Fail","5fcd7598"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,40,"D","3rd","5fcd7598"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,33,"E","Fail","5fcd7598"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",2,10,"G","Fail","5fcd7598"
"2013/4","MATH08066","Probability",1,54,"C","2.2","5fcd7598"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,0,"AN","AN","5fcd7598"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,43,"D","3rd","5fcd7598"
"2014/5","MATH08066","Probability",1,31,"E","Fail","5fcd7598"
"2014/5","MATH08068","Facets of Mathematics",1,18,"G","Fail","5fcd7598"
"2013/4","MATH08051","Statistics (Year 2)",1,74,"A3","1st","cebafacd"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,64,"B","2.1","cebafacd"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,62,"B","2.1","cebafacd"
"2013/4","MATH08065","Computing and Numerics",1,84,"A2","1st","cebafacd"
"2013/4","MATH08066","Probability",1,77,"A3","1st","cebafacd"
"2013/4","MATH08051","Statistics (Year 2)",1,55,"C","2.2","cefed800"
"2013/4","MATH08066","Probability",1,68,"B","2.1","cefed800"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,100,"A1","1st","cefed800"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,90,"A1","1st","cefed800"
"2013/4","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","e08d14ca"
"2013/4","MATH08058","Calculus and its Applications",1,66,"B","2.1","e08d14ca"
"2013/4","MATH08059","Proofs and Problem Solving",1,52,"C","2.2","e08d14ca"
"2014/5","MATH08051","Statistics (Year 2)",1,0,"AN","AN","e08d14ca"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,0,"AN","AN","e08d14ca"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,0,"AN","AN","e08d14ca"
"2014/5","MATH08065","Computing and Numerics",1,17,"G","Fail","e08d14ca"
"2014/5","MATH08066","Probability",1,0,"AN","AN","e08d14ca"
"2014/5","MATH08068","Facets of Mathematics",1,0,"H","Fail","e08d14ca"
"2015/6","MATH08051","Statistics (Year 2)",1,0,"AN","AN","e08d14ca"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,0,"AN","AN","e08d14ca"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,0,"AN","AN","e08d14ca"
"2015/6","MATH08066","Probability",1,0,"AN","AN","e08d14ca"
"2015/6","MATH08068","Facets of Mathematics",1,0,"H","Fail","e08d14ca"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,60,"B","2.1","12f69af9"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,90,"A1","1st","b17dcc36"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,91,"A1","1st","b17dcc36"
"2013/4","MATH08057","Introduction to Linear Algebra",1,50,"C","2.2","71c4597a"
"2013/4","MATH08058","Calculus and its Applications",1,60,"B","2.1","71c4597a"
"2013/4","MATH08051","Statistics (Year 2)",1,58,"C","2.2","9712af0"
"2013/4","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,72,"A3","1st","9712af0"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,78,"A3","1st","9712af0"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,85,"A2","1st","9712af0"
"2013/4","MATH08065","Computing and Numerics",1,80,"A2","1st","9712af0"
"2013/4","MATH08066","Probability",1,86,"A2","1st","9712af0"
"2013/4","MATH08071","Accelerated Proofs and Problem Solving",1,83,"A2","1st","9712af0"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,77,"A3","1st","46437cf2"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,87,"A2","1st","46437cf2"
"2013/4","MATH08067","Probability with Applications",1,76,"A3","1st","46437cf2"
"2013/4","MATH08067","Probability with Applications",1,77,"A3","1st","aa4cfb40"
"2013/4","MATH08067","Probability with Applications",1,31,"E","Fail","49b843b6"
"2013/4","MATH08067","Probability with Applications",2,79,"A3","1st","49b843b6"
"2013/4","MATH08051","Statistics (Year 2)",1,41,"FF","FF","dd15d573"
"2013/4","MATH08051","Statistics (Year 2)",2,47,"D","3rd","dd15d573"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,58,"C","2.2","dd15d573"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,48,"D","3rd","dd15d573"
"2013/4","MATH08065","Computing and Numerics",1,46,"D","3rd","dd15d573"
"2013/4","MATH08066","Probability",1,42,"D","3rd","dd15d573"
"2013/4","MATH08068","Facets of Mathematics",1,59,"C","2.2","dd15d573"
"2013/4","MATH08051","Statistics (Year 2)",1,0,"WD","WD","d180e312"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,46,"D","3rd","d180e312"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,0,"WD","WD","d180e312"
"2013/4","MATH08065","Computing and Numerics",1,0,"WD","WD","d180e312"
"2013/4","MATH08066","Probability",1,0,"AN","AN","d180e312"
"2013/4","MATH08068","Facets of Mathematics",1,54,"C","2.2","d180e312"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,86,"A2","1st","a8f15b79"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,60,"B","2.1","a8f15b79"
"2013/4","MATH08051","Statistics (Year 2)",1,62,"B","2.1","a015a399"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,96,"A1","1st","a015a399"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,75,"A3","1st","a015a399"
"2013/4","MATH08065","Computing and Numerics",1,85,"A2","1st","a015a399"
"2013/4","MATH08066","Probability",1,75,"A3","1st","a015a399"
"2013/4","MATH08068","Facets of Mathematics",1,74,"A3","1st","a015a399"
"2013/4","MATH08067","Probability with Applications",1,62,"B","2.1","b1a457b9"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,94,"A1","1st","10fdbdbf"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,71,"A3","1st","10fdbdbf"
"2013/4","PHYS08036","Mathematics for Physics 2",1,37,"E","Fail","dd440b66"
"2013/4","PHYS08036","Mathematics for Physics 2",2,29,"F","Fail","dd440b66"
"2013/4","MATH08051","Statistics (Year 2)",1,67,"B","2.1","c77f0e83"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,93,"A1","1st","c77f0e83"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,75,"A3","1st","c77f0e83"
"2013/4","MATH08066","Probability",1,67,"B","2.1","c77f0e83"
"2013/4","MATH08068","Facets of Mathematics",1,0,"WD","WD","c77f0e83"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,93,"A1","1st","13fe364f"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,98,"A1","1st","13fe364f"
"2013/4","MATH08058","Calculus and its Applications",1,32,"E","Fail","b77dc5d9"
"2013/4","MATH08051","Statistics (Year 2)",1,64,"B","2.1","a95f86a"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,78,"A3","1st","a95f86a"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,59,"C","2.2","a95f86a"
"2013/4","MATH08065","Computing and Numerics",1,80,"A2","1st","a95f86a"
"2013/4","MATH08066","Probability",1,58,"C","2.2","a95f86a"
"2013/4","MATH08068","Facets of Mathematics",1,68,"B","2.1","a95f86a"
"2013/4","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,77,"A3","1st","cc8f1f6e"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,87,"A2","1st","cc8f1f6e"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,83,"A2","1st","cc8f1f6e"
"2013/4","MATH08071","Accelerated Proofs and Problem Solving",1,96,"A1","1st","cc8f1f6e"
"2013/4","MATH08057","Introduction to Linear Algebra",1,50,"C","2.2","ac72304a"
"2013/4","MATH08058","Calculus and its Applications",1,60,"B","2.1","ac72304a"
"2013/4","MATH08059","Proofs and Problem Solving",1,40,"D","3rd","ac72304a"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,0,"WD","WD","ac72304a"
